war,tl
"Binmalhin hi Abraham tikang ha Mamre ngadto han timogan nga dapit han Canaan, ngan nag-ukoy hiya ha butnga han Cades ug Sur. Niyan, samtang nag-uokoy hiya didto ha Gerar,","At mula roon ay naglakbay si Abraham sa lupain ng timog, at nanirahan sa pagitan ng Kadesh at Shur. Samantalang naninirahan bilang isang dayuhan sa Gerar,"
nagsiring hiya nga bugto la niya hi Sara nga iya asawa. Sanglit ginpakuha ni Hadi Abimelec hi Sara ngadto ha iya.,"sinabi ni Abraham tungkol kay Sara na kanyang asawa, “Siya'y aking kapatid;” at si Abimelec na hari sa Gerar ay nagpasugo at kinuha si Sara."
"Usa ka gab-i pinmakita an Dyos kan Abimelec dida hin usa nga inop ngan nagsiring, “Mapatay ka, kay ginkuha mo ini nga babaye; inasaw-an na hiya.”","Subalit pumunta ang Diyos kay Abimelec sa panaginip sa gabi at sinabi sa kanya, “Ikaw ay malapit nang mamatay dahil sa ang babaing kinuha mo'y asawa ng isang lalaki.”"
"Kundi waray pa makighilawas kan Sara hi Abimelec, ngan nagsiring hiya, “Ginoo, waray ko sala! Papatayon mo ba ako ngan an akon mga tawo?","Ngunit si Abimelec ay hindi pa nakakasiping sa kanya. At sinabi niya, “Panginoon, papatayin mo ba pati ang isang bayang walang sala?"
"Hi Abraham ngahaw an nagsiring nga bugto la niya hi Sara, ngan nagsiring hi Sara nga bugto niya hi Abraham. Ginbuhat ko ini hin murayaw nga konsensya, ngan waray ko nabuhat nga sayop.”","Hindi ba siya rin ang nagsabi sa akin, ‘Siya'y aking kapatid.’ at si Sara man ay nagsabi, ‘Siya'y aking kapatid?’ Sa katapatan ng aking puso at kawalang-sala ng aking mga kamay ay ginawa ko ito.”"
"Binmaton an Dyos dida han inop, “Oo, maaram ako nga ginbuhat mo ini hin murayaw nga konsensya, sanglit waray ko ikaw tugoti hin pakasala kontra ha akon ngan waray ko itugot nga makighilawas ka ha iya.","Sinabi sa kanya ng Diyos sa panaginip, “Oo, nalalaman ko na sa katapatan ng iyong puso ay ginawa mo ito, at hinadlangan din naman kita na magkasala ng laban sa akin kaya't hindi ko ipinahintulot na galawin mo siya."
"Kundi yana, igbalik an babaye ngadto han iya bana. Usa nga manaragna an iya bana, ngan mag-aampo hiya para ha imo, basi diri ka mamatay. Kundi kon diri mo hiya igbalik, ginpapahimatngon ko ikaw nga mapatay ka, ikaw ngan an ngatanan mo nga mga tawo.”","Ngayon nga'y isauli mo ang asawa ng lalaking ito; sapagkat siya'y isang propeta, at ikaw ay ipapanalangin niya at mabubuhay ka. Ngunit kapag hindi mo siya isinauli, tandaan mong tiyak na mamamatay ka, ikaw at ang lahat ng iyo.”"
"Timprano pa han pagkaaga gintawag ni Abimelec an ngatanan niya nga mga opisyal ngan ginsumatan hira kon ano an nahinabo, ngan nagkahahadlok gud hira.","Kinaumagahan, si Abimelec ay bumangon nang maaga at tinawag ang lahat niyang mga lingkod. Sinabi niya sa kanila ang lahat ng bagay na ito, at ang mga tao'y takot na takot."
"Niyan gintawag ni Abimelec hi Abraham ngan ginpakianhan hiya, “Ano an imo ginbuhat ha amon? Ano nga sayop an akon nabuhat ha imo nga tinagan mo kami hini nga dako nga karat-an, ako ngan an akon ginhadian, nga diri unta angay pagbuhaton mo ha akon?","Tinawag ni Abimelec si Abraham, at sa kanya'y sinabi, “Anong ginawa mo sa amin at paano ako nagkasala laban sa iyo, upang dalhan mo ako at ang aking kaharian ng isang malaking kasalanan? Ginawa mo sa akin ang mga gawang di nararapat gawin.”"
Kay ano nga imo man ini ginbuhat?”,"At sinabi ni Abimelec kay Abraham, “Ano ba ang iniisip mo at ginawa mo ang bagay na ito?”"
"Binmaton hi Abraham, “An akon hunahuna nga waray ha iyo dinhe nahadlok han Dyos, ngan nga pagpapatayon ako nira basi la makuha nira an akon asawa.","Sumagot si Abraham, “Sapagkat inisip ko na tunay na walang pagkatakot sa Diyos sa lugar na ito at papatayin nila ako dahil sa aking asawa."
"Tinuod gud nga bugto ko hiya nga babaye. Bugto ko hiya ha amay, kundi diri ha iroy, ngan pinangasawa ko hiya.","At saka, talagang siya'y kapatid ko, anak ng aking ama, subalit hindi anak ng aking ina; at siya'y naging asawa ko."
"Sanglit han pagsugoa ha akon han Dyos tikang han balay han akon amay ngadto hin langyaw nga mga tuna, ginsiring ko hiya, ‘Makakapakita ka han imo kamaunongon ha akon pinaagi hin pagsumat han tagsatagsa nga imo la ako bugto.’”","Nang paalisin ako ng Diyos sa bahay ng aking ama ay sinabi ko sa kanya, ‘Ito ang kabutihan na maipapakita mo sa akin: sa lahat ng lugar na ating pupuntahan ay sabihin mo tungkol sa akin, Siya'y aking kapatid.’”"
"Niyan ibinalik ni Abimelec hi Sara ngadto kan Abraham ngan gintagan pa hiya ni Abimelec hin mga karnero, mga baka, ngan hin mga oripon.","Si Abimelec ay kumuha ng mga tupa at baka, mga aliping lalaki at babae, at ibinigay ang mga ito kay Abraham, at isinauli sa kanya si Sara na kanyang asawa."
"Nagsiring hiya kan Abraham, “Iini an bug-os ko nga katunaan. Pag-ukoy bisan diin an imo karuyag.”","At sinabi ni Abimelec, “Ang lupain ko ay nasa harapan mo; manirahan ka kung saan mo gusto.”"
"Nagsiring hiya kan Sara, “Tinatagan ko an imo bugto nga lalake hin usa ka yukot ka bug-os nga salapi basi hisabotan han ngatanan nga upod nimo nga waray ka sala; nga waray mo nabuhat nga sayop.”","Sinabi niya kay Sara, “Tingnan mo, nagbigay ako ng isang libong pirasong pilak sa iyong kapatid. Ito'y magpapawalang-sala sa iyo sa paningin ng lahat ng kasama mo; ikaw ay ganap na napawalang-sala.”"
"17-18 Tungod han nahinabo kan Sara nga asawa ni Abraham, ginbuot han Dyos nga diri gud mag-anak an bisan hin-o nga babaye didto han palasyo ni Abimelec. Sanglit nag-ampo hi Abraham para kan Abimelec ngan gin-upay hiya han Dyos. Gin-upay liwat niya an iya asawa, ngan an iya mga oripon nga kababayen-an basi mag-anak na liwat hira.","At nanalangin si Abraham sa Diyos; at pinagaling ng Diyos si Abimelec, ang kanyang asawa, at ang kanyang mga aliping babae, na anupa't nagkaanak sila."
"Ginbendisyonan han Ginoo hi Sara sumala han iya iginsaad,","Dinalaw ng Panginoon si Sara ayon sa sinabi niya, at ginawa ng Panginoon kay Sara ang ayon sa kanyang pangako."
ngan nagburod hiya ngan nag-anak hin lalake bisan kon lagas na hi Abraham. Natawo an bata dida han panahon nga igintalaan han Dyos.,"Si Sara ay naglihi at nagkaanak ng isang lalaki kay Abraham sa kanyang katandaan, sa takdang panahong sinabi ng Diyos sa kanya."
Ginngaranan hiya ni Abraham nga Isaac.,Tinawag ni Abraham na Isaac ang anak na ipinanganak sa kanya ni Sara.
"Han walo na ka adlaw an iya edad, gintori hiya ni Abraham sumala han iginsugo han Dyos.",At tinuli ni Abraham ang anak niyang si Isaac pagkaraan ng walong araw gaya ng iniutos ng Diyos sa kanya.
Ang panuigon ni Abraham 100 na an han katawo ni Isaac.,Si Abraham ay isandaang taong gulang nang ipanganak si Isaac na kanyang anak.
"Nagsiring hi Sara, “Gindad-an ako han Dyos hin kalipay ngan pagtawa. Maduyog ha akon hin pagtawa an ngatanan nga makakabati hiunong hini.”","Sinabi ni Sara, “Pinatawa ako ng Diyos, sinumang makarinig ay makikitawa sa akin.”"
"Ngan nagpadayon hiya, “Hin-o in magsisiring kan Abraham nga magpapasuso pa hi Sara hin kabataan? Kundi nag-anak kami hin usa nga lalake dida han lagas na hiya.”","At sinabi niya, “Sino ang magsasabi kay Abraham na si Sara ay magpapasuso ng mga anak? Ngunit ako'y nagkaanak pa sa kanya ng isang lalaki sa kanyang katandaan.”"
"Tinmubo an bata, ngan dida han adlaw han kalutas niya, naghatag hi Abraham hin dako nga panagtawo.","Lumaki ang sanggol, at inawat sa pagsuso; at nagdaos ng malaking handaan si Abraham nang araw na ihiwalay sa pagsuso si Isaac."
"Usa ka adlaw, nag-uuyag hi Ismael nga anak nira Abraham ug Agar nga Ehiptohanon, ngan hi Isaac nga anak ni Sara.","Subalit nakita ni Sara ang anak ni Hagar na taga-Ehipto, na ipinanganak kay Abraham, na nakikipaglaro sa anak niyang si Isaac."
"Hinkit-an hira ni Sara ngan ginsiring niya hi Abraham, “Paiwasa ini nga oripon nga babaye ngan an iya anak. Kinahanglan an anak hini nga oripon nga babaye diri umangbit hin bisan ano nga bahin han imo manggad nga pagsusundon ni Isaac nga akon anak.”","Kaya't sinabi niya kay Abraham, “Palayasin mo ang aliping ito at ang kanyang anak, sapagkat hindi magmamana ang anak ng aliping ito na kahati ng aking anak na si Isaac.”"
"Nakapaguol ini hin duro kan Abraham, kay anak man liwat niya hi Ismael.",Ang bagay na ito ay naging lubhang mabigat sa kalooban ni Abraham dahil sa kanyang anak.
"Kundi nagsiring an Dyos kan Abraham, “Ayaw kabaraka hiunong han bata ngan kan Agar nga imo oripon. Buhata an isiring ha imo ni Sara, kay pinaagi ini kan Isaac nga magkakamay-ada ka han mga tulin nga akon iginsaad.","Sinabi ng Diyos kay Abraham, “Huwag kang magdamdam ng dahil sa bata at dahil sa iyong aliping babae. Makinig ka sa lahat ng sasabihin sa iyo ni Sara sapagkat sa pamamagitan ni Isaac papangalanan ang iyong binhi."
"Tatagan ko liwat hin damo nga mga anak hi Ismael, an anak han oripon nga babaye, basi mahimo hira nga usa nga nasod, kay anak mo liwat hiya.”","Ang anak ng alipin ay gagawin ko ring isang bansa, sapagkat siya'y iyong binhi.”"
Timprano pa han pagkaaga gintagan ni Abraham hi Agar hin pagkaon ngan hin supot nga anit nga puno hin tubig. Iginpababa niya an bata kan Agar ngan ginpalakat hiya. Linmakat hi Agar ngan nagsinudoysudoy didto ha kamingawan han Berseba.,"Kinaumagahan, maagang bumangon si Abraham at kumuha ng tinapay at lalagyan ng tubig na yari sa balat at ibinigay kay Hagar. Ipinatong ang mga ito sa kanyang balikat at ang bata at siya ay pinaalis. Siya'y umalis at nagpagala-gala sa ilang ng Beer-seba."
"Han kaubos na han tubig, ginbayaan niya an bata ha sirong hin usa nga tanaman","Nang maubos ang tubig sa lalagyang-balat, kanyang inilapag ang bata sa ilalim ng isa sa mabababang puno."
"ngan linmingkod hiya didto hin mga 90 ka metros an kahirayo tikang han bata. Nagsiring hiya ha iya ngahaw, “Diri ako mailob hin pagkita nga mapatay an akon anak.” Samtang nalingkod hiya didto, nagtinangis an bata.","At siya'y umalis at umupo sa tapat ng bata na ang layo ay may isang banat ng pana at sinabi niya, “Ayaw kong makita ang kamatayan ng bata.” At pag-upo niya sa tapat ng bata, siya'y nagsisigaw at umiiyak."
"Hinbatian han Dyos nga nagtitinangis an bata, ngan tikang ha langit nagyakan kan Agar an anghel han Dyos, “Ano an imo nagugul-an, Agar? Ayaw kahadlok. Hinbatian han Dyos nga nagtatangis an bata.","Narinig ng Diyos ang tinig ng bata; at mula sa langit ay tinawag ng anghel ng Diyos si Hagar at sinabi sa kanya, “Napaano ka, Hagar? Huwag kang matakot; sapagkat narinig ng Diyos ang tinig ng bata sa kanyang kinalalagyan."
"Buhat, kadtoa, purota hiya, ngan pag-liawa hiya. Hihimoon ko in usa nga dako nga nasod tikang han iya mga tulin.”","Tumindig ka, itayo mo ang bata at alalayan mo siya ng iyong kamay sapagkat siya'y gagawin kong isang malaking bansa.”"
Niyan ginpakita han Dyos kan Agar in usa nga atabay. Kinmadto hiya ngan ginpuno hin tubig an supot nga anit ngan ginpainom an bata.,Binuksan ng Diyos ang kanyang mga mata at siya'y nakakita ng isang balon ng tubig. Pumunta siya roon at pinuno ng tubig ang lalagyang-balat at pinainom ang bata.
Kaupod an Dyos han bata samtang nagtutubo hiya; nag-ukoy hiya didto ha kamingawan han Paran ngan nahimo hiya nga batid nga parapanganop.,"Ang Diyos ay kasama ng bata at siya'y lumaki, at nanirahan sa ilang at naging sanay sa paggamit ng pana."
Nakaagi an iroy niya hin Ehiptohanon nga asawa para ha iya.,Tumira siya sa ilang ng Paran at ikinuha siya ng kanyang ina ng asawa sa lupain ng Ehipto.
"Hito nga panahon, inmupod hi Abimelec kan Picol nga kapitan han iya kasondalohan, ngan nagsiring kan Abraham, “Kaupod nimo an Dyos ha ngatanan nga imo binubuhat.","Nang panahong iyon, si Abimelec at si Ficol na kapitan ng kanyang hukbo ay nagsalita kay Abraham, “Sumasaiyo ang Diyos sa lahat mong ginagawa."
"Sanglit pagsumpa dinhe ha atubangan han Dyos nga diri ka maglilingo ha akon, han akon mga anak, o han akon mga tulin. Nagin maunongon ako ha imo, sanglit pagsaad nga magmamaunongon ka liwat ha akon ngan hini nga nasod nga imo gin-uokyan.”","Ngayon nga'y isumpa mo rito sa akin alang-alang sa Diyos, na di ka magsisinungaling sa akin, sa aking anak, at sa aking tagapagmana. Ayon sa kagandahang-loob na ipinakita ko sa iyo ay gayon ang gagawin mo sa akin, at sa lupaing iyong tinitirhan.”"
"Nagsiring hi Abraham, “Nagsaad ako.”","At sinabi ni Abraham, “Sumusumpa ako.”"
Nagsumbong hi Abraham kan Abimelec hiunong hin usa nga atabay nga gin-agaw han mga surugoon ni Abimelec.,"Nang sumbatan ni Abraham si Abimelec dahil sa isang balon ng tubig na sinamsam sa kanya ng mga tauhan ni Abimelec,"
"Nagsiring hi Abimelec, “Diri ako maaram kon hin-o an nagbuhat hini. Waray mo man ako pagsumati hiunong hini, ngan syahan pa ini nga akon pakabati hini.”","ay sinabi ni Abimelec, “Hindi ko alam kung sinong gumawa ng bagay na ito. Hindi mo naman sinabi sa akin, at hindi ko naman nabalitaan kundi ngayon.”"
"Niyan gintagan ni Abraham hi Abimelec hin mga karnero, ngan mga baka, ngan naghimo hira nga duha hin ginsabotan.",Kaya't kumuha si Abraham ng mga tupa at baka at ibinigay kay Abimelec; at silang dalawa ay gumawa ng isang tipan.
"Ginlain ni Abraham in pito nga mga nati nga karnero tikang han iya panon,",Nagbukod si Abraham ng pitong babaing kordero sa kawan.
"ngan pinmakiana ha iya hi Abimelec, “Kay ano nga ginbuhat mo ito?”","At sinabi ni Abimelec kay Abraham, “Ano itong pitong babaing kordero na iyong ibinukod?”"
"Binmaton hi Abraham, “Karawta ini nga pito nga mga nati nga karnero. Pinaagi hini, kinakarawat mo nga amo ako an nag-ukab hini nga atabay.”","Sinabi niya, “Itong pitong babaing kordero ay iyong kukunin sa akin upang ikaw ay maging saksi ko na hinukay ko ang balong ito.”"
Sanglit gintawag an dapit nga Berseba kay didto pagsumpa hira nga duha.,Kaya't tinawag niya ang lugar na iyon bilang Beer-seba; sapagkat doon sila kapwa sumumpa.
"Katapos nira maghimo hini nga ginsabotan didto ha Berseba, binmalik hira Abimelec ug Picol ngadto ha Filistia.","Pagkatapos nilang gumawa ng isang tipan sa Beer-seba, tumindig si Abimelec at si Ficol na kapitan ng kanyang hukbo at bumalik sa lupain ng mga Filisteo."
Niyan nagtanom hi Abraham hin kahoy nga tamarindo didto ha Berseba ngan nagsingba hiya han Ginoo nga Waray Kataposan nga Dyos.,"Nagtanim si Abraham ng isang punungkahoy ng tamarisko sa Beer-seba, at doon ay tinawag niya ang pangalan ng Panginoon , ang Walang Hanggang Diyos."
Nag-ukoy hi Abraham didto ha Filistia sulod hin maiha nga panahon.,At si Abraham ay tumira ng maraming araw bilang isang dayuhan sa lupain ng mga Filisteo.
"Waray pag-iha ginsarihan han Dyos hi Abraham. Gintawag hiya han Dyos, “Abraham!” Binmaton hi Abraham, “Oo, aadi ako namamati.”","Pagkatapos ng mga bagay na ito, sinubok ng Diyos si Abraham, at sinabi sa kanya, “Abraham,” at sinabi niya, “Narito ako.”"
"Nagsiring an Dyos, “Dad-a an imo anak nga lalake, an imo uusa la nga anak nga hi Isaac, nga imo gud hinihigugma, ngan pakadto han tuna han Moria. Didto hin usa nga bukid nga igpapakita ko ha imo, ighalad hiya ha akon sugad nga usa nga halad nga tinubod.”","At kanyang sinabi, “Kunin mo ngayon ang iyong anak, ang iyong kaisa-isang anak na si Isaac, na iyong minamahal at pumunta ka sa lupain ng Moria. Ialay mo siya bilang handog na susunugin sa itaas ng isa sa mga bundok na aking sasabihin sa iyo.”"
"Timprano pa han pagkaaga nagtiak hi Abraham hin sungo para han halad nga tinubod, iginkarga ini han iya asno, ngan gindara niya hi Isaac ngan hin duha nga mga surugoon. Nagkalakat hira ngadto han dapit nga iginsumat ha iya han Dyos.",Si Abraham ay maagang bumangon at inihanda ang kanyang asno. Isinama niya ang dalawa sa kanyang mga batang tauhan at si Isaac na kanyang anak. Nagsibak siya ng kahoy para sa handog na susunugin; at siya'y naghanda at pumunta sa lugar na sinabi sa kanya ng Diyos.
Dida han ikatulo ka adlaw hinkit-an ni Abraham an dapit tikang ha hirayo.,Nang ikatlong araw ay tumingin si Abraham at kanyang natanaw ang lugar na iyon sa malayo.
"Niyan ginsiring niya an mga surugoon, “Pabilin kamo dinhe upod an asno. Makadto ako ngan an bata ngan magsisingba kami, ngan katapos mabalik kami nganhi ha iyo.”","Sinabi ni Abraham sa kanyang mga batang tauhan, “Maghintay kayo rito at ng asno, at ako at ang bata ay pupunta roon upang kami ay sumamba. Babalikan namin kayo.”"
"Ginpadara ni Abraham kan Isaac an sungo para han halad nga tinubod, ngan nagdara hi Abraham hin kutsilyo ngan hin mga baga hin pagharing han kalayo. Samtang naglalakat hira,","At kinuha ni Abraham ang kahoy ng handog na susunugin, at ipinasan kay Isaac na kanyang anak. Dinala niya sa kanyang kamay ang apoy at ang patalim at sila'y umalis na magkasama."
"nagyakan hi Isaac, “Tatay!”","Nagsalita si Isaac kay Abraham na kanyang ama, “Ama ko.” At kanyang sinabi, “Narito ako, anak.” Sinabi niya, “Narito ang apoy at ang kahoy, ngunit nasaan ang korderong handog na susunugin?”"
"Binmaton hiya, “Ano, anak ko?”","Kaya't sinabi ni Abraham, “Anak ko, ang Diyos ang magkakaloob ng korderong handog na susunugin.” At sila'y umalis na magkasama."
"Pinmakiana hi Isaac, “Hinkikit-an ko nga may-ada mo mga baga ngan mga sungo, kundi hain man an nati nga karnero para han halad nga tinubod?”","At sila'y dumating sa lugar na sinabi sa kanya ng Diyos. Nagtayo roon si Abraham ng isang dambana, inayos ang kahoy, at tinalian si Isaac na kanyang anak at inilagay sa ibabaw ng kahoy na nasa ibabaw ng dambana."
"Binmaton hi Abraham, “An Dyos ngahaw an mahatag hin usa nga nati nga karnero.” Ngan nagpadayon hira hin pagkalakat.",Iniunat ni Abraham ang kanyang kamay at hinawakan ang patalim upang patayin ang kanyang anak.
"Han pag-abot na nira ngadto han dapit nga iginsumat han Dyos ha iya, nagtindog hi Abraham hin usa nga altar ngan iginpahimutang an mga sungo ha bawbaw hini. Katapos ginggapos niya an iya anak ngan ibinutang hiya dida han altar, ha bawbaw han mga sungo.","Ngunit tinawag siya ng anghel ng Panginoon mula sa langit, at sinabi, “Abraham, Abraham.” At kanyang sinabi, “Narito ako.”"
Niyan pinurot ni Abraham an kutsilyo hin pagpatay han iya anak.,"At sa kanya'y sinabi, “Huwag mong sasaktan ang bata, o gawan man siya ng anuman, sapagkat ngayon ay nalalaman ko na ikaw ay may takot sa Diyos, at hindi mo ipinagkait sa akin ang iyong anak, ang iyong kaisa-isang anak.”"
